product_id;sku;model;product_name;price;quantity;status;date_available;date_modified;exported_at
1465746410;MS40T;MS40T;Самогонний апарат 40 л з дефлегматором 2 дюйми;15450.0000;998;1;2025-09-03;2026-06-30 23:01:03;2026-07-01 10:47:59
1465745980;MSH-4XL;MSH-4XL;4 дюйма Мідний шолом аламбік XL;16445.0000;999;1;2025-02-17;2026-06-30 23:05:52;2026-07-01 10:47:59
1465746587;mufta amer 1/4;mufta amer 1/4;Муфта-американка нержавіюча ВР/НР 1/4″ DN8 AISI 304;290.0000;0;1;2026-06-30;2026-06-30 23:01:51;2026-07-01 10:47:59
1465746536;muftadn8;muftadn8;Муфта нержавіюча DN8 1/4″ AISI 304;25.0000;0;1;2026-06-18;2026-06-30 23:01:50;2026-07-01 10:47:59
1465746304;Neo125;Neo125;Неопреновий утеплювач для куба 125 літрів;2926.0000;999;1;2025-04-17;2026-06-30 23:06:18;2026-07-01 10:47:59
1406;Neo25;Neo25;Неопреновий утеплювач для кубу 25л;1045.0000;999;1;0000-00-00;2026-06-30 23:03:13;2026-07-01 10:47:59
1407;Neo40;Neo40;Неопреновий утеплювач для кубу 40л;1375.0000;999;1;0000-00-00;2026-06-30 23:03:14;2026-07-01 10:47:59
1408;Neo60;Neo60;Неопреновий утеплювач для куба 60л;1760.0000;0;1;0000-00-00;2026-06-30 23:03:15;2026-07-01 10:47:59
1409;Neo85;Neo85;Неопреновий утеплювач для кубу 85л;2145.0000;0;1;0000-00-00;2026-06-30 23:03:15;2026-07-01 10:47:59
2000;P0201;P0201;Набір спецій подарунковий для нього;800.0000;5;1;0000-00-00;2026-06-30 23:01:35;2026-07-01 10:47:59
1465746450;P0202;P0202;Подарунковий набір для настоянок «Український етно-хіт»;900.0000;999;1;2026-03-09;2026-03-09 10:57:08;2026-07-01 10:47:59
1465746447;P0203;P0203;Подарунковий набір для настоянок Hot Rod «Коктейльний бар»;600.0000;999;1;2026-03-06;2026-03-06 18:45:12;2026-07-01 10:47:59
1465746448;P0204;P0204;Подарунковий набір для настоянок «Міцна класика»;700.0000;20;1;2026-03-09;2026-06-30 23:01:49;2026-07-01 10:47:59
1465746449;P0205;P0205;Подарунковий набір для створення настоянок «Святковий»;800.0000;20;1;2026-03-09;2026-06-30 23:01:49;2026-07-01 10:47:59
1465746446;P0206;P0206;Подарунковий набір для настоянок «Сила природи»;900.0000;999;1;2026-03-06;2026-03-06 18:34:01;2026-07-01 10:47:59
1465746445;P0207;P0207;Подарунковий набір для настоянок  - Екзотичний світ;900.0000;20;1;2026-03-06;2026-06-30 23:01:49;2026-07-01 10:47:59
1465746451;P0208;P0208;Подарунковий набір для настоянок «Фруктовий сад»;1000.0000;20;1;2026-03-09;2026-06-30 23:01:49;2026-07-01 10:47:59
859;PH-метр;PH-метр;РН-метр цифровий;250.0000;2;1;0000-00-00;2026-06-30 23:01:20;2026-07-01 10:47:59
1465746365;pioneer;pioneer;"Бражна колона Pioneer 2025 без куба 2&quot; ";5489.0000;999;1;2025-05-20;2026-06-30 23:06:23;2026-07-01 10:47:59
1465746372;pioneer-0;pioneer-0;Універсальний вузол відбору 2 дюйми Голова БК Pioneer 2025;3685.0000;999;1;2025-05-20;2026-06-30 23:06:28;2026-07-01 10:47:59
265;PIWO 1000 Komfort;PIWO 1000 Komfort;Скляна пляшка з бугельною пробкою 1000 мл;28.0000;0;1;0000-00-00;2026-06-30 23:00:07;2026-07-01 10:47:59
266;PIWO 500 Komfort;PIWO 500 Komfort;Скляна пляшка з бугельною пробкою 500 мл;21.0000;0;1;0000-00-00;2026-06-30 23:00:07;2026-07-01 10:47:59
1465746509;PKBK2;PKBK2;"Бражна колона 2&quot; на клампах з дефлегматором";8855.0000;999;1;2026-06-10;2026-06-30 23:08:26;2026-07-01 10:47:59
1465746507;PKBK32;PKBK32;"Бражна колона монолітна 2&quot; 32 мм з дефлегматором";3622.5000;999;1;2026-06-10;2026-06-30 23:08:25;2026-07-01 10:47:59
1465746508;PKBK40;PKBK40;"Бражна колона монолітна 2&quot; — 40 мм з дефлегматором";4542.5000;999;1;2026-06-10;2026-06-30 23:08:25;2026-07-01 10:47:59
