"Внешний ID","категорія","назва укр","назва рос","ціна"
"577","Самогонний апарат","Аламбік Геракл 18 літрів з дефлегматором","Аламбік Геракл 18 літрів з дефлегматором","11652.5000"
"578","Самогонний апарат","Самогонний апарат з дефлегматором 24 л","Самогонний апарат з дефлегматором 24 л","23170.0000"
"579","Самогонний апарат","Аламбік Геракл 35 л з дефлегматором","Аламбік Геракл 35 л з дефлегматором","14761.8000"
"580","Самогонний апарат","Аламбік Геракл 45 л з дефлегматором","Аламбік Геракл 45 л з дефлегматором","16815.0000"
"","Самогонний апарат","Аламбік Геракл на Клампа","Аламбик Геракл на клампах","21387.5000"
"","Самогонний апарат","Аламбік на 8 літрів Геракл з дефлегматором","Аламбик на 8 литров Геракл с дефлегматором","7584.7500"
"Reflux still 42 l 6","Самогонний апарат","Мідний самогонний апарат 42 л, з дефлегматором","Мідний самогонний апарат 42 л, з дефлегматором","47771.0000"
"","Самогонний апарат","Перегінний куб аламбік 50 л з дефлегматором","Перегонный куб Аламбик 50 л, с дефлегматором","34072.5000"
"CP-0504","Самогонний апарат","Самогонний апарат Фенікс 5л колона 4""","Самогонний апарат Фенікс 5л колона 4""","9000.0000"
"Pot Still 8 l","Самогонний апарат","Самогонний апарат мідний 8л","Самогонний апарат мідний 8л","10970.0000"
"587","Дистилятори для ефірних масел","Аламбік з колоною на 5 л","Аламбік з колоною на 5 л","15750.0000"
"588","Дистилятори для ефірних масел","Аламбік з колоною на 10 л","Аламбік з колоною на 10 л","22050.0000"
"589","Дистилятори для ефірних масел","Аламбік з колоною на 20 л","Аламбік з колоною на 20 л","24750.0000"
"590","Дистилятори для ефірних масел","Аламбік з колоною на 30 л","Аламбік з колоною на 30 л","28575.0000"
"591","Дистилятори для ефірних масел","Аламбік з колоною на 40 л","Аламбік з колоною на 40 л","33975.0000"
"592","Дистилятори для ефірних масел","Аламбік з колоною на 50 л","Аламбік з колоною на 50 л","85500.0000"
"","Самогонний апарат","Самогонний апарат аламбік 100 л зварні стики","Самогонный аппарат Аламбик 100 л сварные стыки","46020.0000"
"","Самогонний апарат","Самогонний апарат аламбік 150 л зварні стики","Самогонный аппарат Аламбик 150 л сварные стыки","57525.0000"
"","Самогонний апарат","Самогонний апарат аламбік 200 л зварні стики","Самогонный аппарат Аламбик 200 л сварные стыки","75225.0000"
"","Самогонний апарат","Самогонний апарат аламбік 250 л зварні стики","Самогонный аппарат Аламбик 250 л сварные стыки","87025.0000"
"","Самогонний апарат","Самогонний апарат аламбік 600 л зварні стики","Самогонный аппарат Аламбик 600 л сварные стыки","185850.0000"
"","Самогонний апарат","Алькітара для ефірних масел 3 л","Алькитара для эфирных масел 3 л","0.0000"
"","Самогонний апарат","Алькітара для ефірних масел 5 л","Алькитара для эфирных масел 5 л","0.0000"
"","Самогонний апарат","Алькітара для ефірних масел 10 л","Алькитара для эфирных масел 10 л","0.0000"
"","Самогонний апарат","Алькітара класична 3 л","Алькитара классическая 3 л","0.0000"
"","Самогонний апарат","Алькітара класична 5 л","Алькитара классическая 5 л","0.0000"
"","Самогонний апарат","Алькітара класична 10 л","Алькитара классическая 10 л","0.0000"
"","Самогонний апарат","Дистиллятор для ефірних масел на 5 л + Роздільник","Дистиллятор для эфирных масел на 5 л + Разделитель","5752.5000"
"","Самогонний апарат","Самогонний апарат Арабський 10 л","Самогонный аппарат Арабский 10 л","0.0000"
"","Самогонний апарат","Самогонний апарат Арабський 25 л","Самогонный аппарат Арабский 25 л","0.0000"
"","Самогонний апарат","","Самогонний апарат Арабський 35 л","0.0000"
"","Самогонний апарат","Самогонний апарат Фенікс на 5 л Premium сито","Самогонный аппарат Феникс на 5 л Premium сито","5624.7700"
"","Самогонний апарат","Самогонний апарат Фенікс на 5 л","Самогонный аппарат Феникс на 5 л","5133.0000"
"","Самогонний апарат","Самогонний апарат Фенікс на 8л","Самогонный аппарат Феникс на 8 л","5752.5000"
"","Самогонний апарат","Фенікс дистиллятор для ефірних масел на 2л","Феникс дистиллятор для эфирных масел на 2л","4714.9900"
"","Самогонний апарат","Французький Шарантський аламбік на 20 л","Французский шарантский аламбик на 20 л","0.0000"
"","Самогонний апарат","Французький Шарантський аламбік на 30 л","Французский шарантский аламбик на 30 л","0.0000"
"","Самогонний апарат","Аламбік настільний Діоніс з підставкою","Аламбик настольный Дионис с подставкой","0.0000"
"","Самогонний апарат","Аламбік настільний на 0,5 л Діоніс","Аламбик настольный на 0,5л Дионис","3274.5000"
"","Самогонний апарат","Аламбік настільний на 0,9 л Діоніс","Аламбик настольный на 0,9л Дионис","2301.0000"
"","Самогонний апарат","Арабія 0,5л деко","Арабия 0,5л деко","0.0000"
"","Самогонний апарат","Арабський аламбік на 2,5 л","Арабский аламбик на 2,5 л","0.0000"
"","Самогонний апарат","Дистиллятор ""Kristall"" на 1 л","Дистиллятор “Kristall” на 1 л","0.0000"
"","Самогонний апарат","Дистиллятор Arabia на 5 л","Дистиллятор Arabia на 5 л","0.0000"
"","Самогонний апарат","Дистиллятор Hobby на 2,5 л","Дистиллятор Hobby на 2,5 л","0.0000"
"","Самогонний апарат","Дистиллятор Karibik 0,5 л","Дистиллятор Karibik 0,5 л","0.0000"
"","Самогонний апарат","Дистиллятор аламбік на 2 літри з підставкою","Дистиллятор Аламбик на 2 литра с подставкой","0.0000"
"","Самогонний апарат","Дистиллятор з колоною 0,5 л, ручна ковка","Дистиллятор с колонной 0,5 л, ручная ковка","0.0000"
"","Самогонний апарат","Дистиллятор Шарант на 0,5 л","Дистиллятор Шарант на 0,5 л","0.0000"
"","Самогонний апарат","Дистиляційний апарат Italia на 2,5 л","Дистилляционный аппарат Italia на 2,5 л","0.0000"
"","Самогонний апарат","Мініатюрний аламбік на 0,5 л","Миниатюрный Аламбик на 0,5 л","0.0000"
"","Самогонний апарат","Настільний самогонний апарат Бахус","Настольный самогонный аппарат Бахус","0.0000"
"","Самогонний апарат","Самогонний апарат аламбік на 1 л","Самогонный аппарат Аламбик на 1 л","3392.5000"
"","Самогонний апарат","Самогонний апарат аламбік на 2 л","Самогонный аппарат Аламбик на 2 л","4277.5000"
"","Самогонний апарат","Самогонний апарат аламбік на 3 л","Самогонный аппарат Аламбик на 3 л","5752.5000"
"","Самогонний апарат","Сувенірний самогонний апарат Фенікс 2 л","Сувенирный самогонный аппарат Феникс 2 л","3382.7700"
"","Самогонний апарат","Французький Шарантський аламбік на 5 л","Французский шарантский аламбик на 5 л","10915.0000"
"CP-0805","Дистилятори для ефірних масел","Апарат для виготовлення ефірних олій 8л 5 дюймів Преміум","Апарат для виготовлення ефірних олій 8л 5 дюймів Преміум","30204.0000"
"","Самогонний апарат","Аламбік Геракл на 8 літрів","Аламбик Геракл на 8 литров","5605.0000"
"Reflux still 12 l 4","Самогонний апарат","Самогонний апарат 12 л з дефлегматором","Самогонний апарат 12 л з дефлегматором","17980.0000"
"638","Самогонний апарат","Аламбік Геракл на 18 літрів","Аламбік Геракл на 18 літрів","13700.0000"
"","Самогонний апарат","Аламбік Геракл на 35 літрів","Аламбик Геракл на 35 литров","0.0000"
"640","Самогонний апарат","Аламбік Геракл на 24 літрів","Аламбік Геракл на 24 літрів","14500.0000"
"","Самогонний апарат","Аламбік Геракл на 45 літрів","Аламбик Геракл на  45 литров","0.0000"
"","Самогонний апарат","Аламбік деко 9 см з радіатором","Аламбик деко 9 см с радиатором","0.0000"
"","Самогонний апарат","Аламбік деко 9 см зі змійовиком","Аламбик деко 9 см со змеевиком","0.0000"
"","Самогонний апарат","Аламбік на 0,2 л на дерев'яній підставці","Аламбик на 0,2 л на деревянной подставке","0.0000"
"","Самогонний апарат","Аламбік економ на 10 л","Аламбик эконом на 10 л","0.0000"
"","Самогонний апарат","Декоративний дистиллятор на 0,5 л на дерев'яній підставці","Декоративный дистиллятор на 0,5 л на деревянной подставке","0.0000"
"","Самогонний апарат","Самогонний апарат аламбік 10 л клепані стики","Самогонный аппарат Аламбик 10 л клепанные стыки","10177.5000"
"","Самогонний апарат","Самогонний апарат аламбік 20 л клепані стики","Самогонный аппарат Аламбик 20 л клепанные стыки","13127.5000"
"","Самогонний апарат","Аламбік зварні стики 20 л","Аламбик сварные стыки 20 л","13717.5000"
"","Самогонний апарат","Самогонний апарат аламбік 5 л, зварні стики","Самогонный аппарат Аламбик 5 л, сварные стыки","7965.0000"
"","Самогонний апарат","Самогонний апарат аламбік 10 л, зварні стики","Самогонный аппарат Аламбик 10 л, сварные стыки","11800.0000"
"","Самогонний апарат","Самогонний апарат аламбік 30 л, зварні стики","Самогонный аппарат Аламбик 30 л, сварные стыки","15635.0000"
"","Самогонний апарат","Самогонний апарат аламбік 35 л, зварні стики","Самогонный аппарат Аламбик 35 л, сварные стыки","16225.0000"
"","Самогонний апарат","ССамогонний апарат аламбік 40 л, зварні стики","Самогонный аппарат Аламбик 40 л, сварные стыки","19470.0000"
"","Самогонний апарат","Самогонний апарат аламбік 50 л, зварні стики","Самогонный аппарат Аламбик 50 л, сварные стыки","33925.0000"
"D0601","Дріжджі спиртові","Дріжджі Кодзі Ангел","Дріжджі Кодзі Ангел","450.0000"
"21001","Ємність для бродіння","Пластикова овальна ємність для бродіння Speidel 60 л","Пластикова овальна ємність для бродіння Speidel 60 л","3735.0000"
"21002","Ємність для бродіння","Пластикова овальна ємність для бродіння Speidel 100 л","Пластикова ємність для бродіння Speidel 100 л овальна","4715.0000"
"21004","Ємність для бродіння","Пластикова овальна ємність для бродіння Speidel 200 л","Пластикова овальна ємність для бродіння Speidel 200 л","9675.0000"
"21005","Ємність для бродіння","Пластикова овальна ємність для бродіння Speidel 300 л","Пластикова овальна ємність для бродіння Speidel 300 л","11700.0000"
"21042","Ємність для бродіння","Пластикова овальна ємність для бродіння Speidel 500 л","Пластикова овальна ємність для бродіння Speidel 500 л","20090.0000"
"10400","","400-літровий транспортний контейнер","400-літровий транспортний контейнер","1.0000"
"10600","","600-літровий транспортний контейнер","600-літровий транспортний контейнер","1.0000"
"00002-10","Преси для соку","Подрібнювач яблук і груш для соку і Гідропрес з нержавіючої сталі 40л","Подрібнювач яблук і груш для соку і Гідропрес з нержавіючої сталі 40л","87550.0000"
"669","Подрібнювачі для фруктів","Похилий конвеєр з нержавіючої сталі","Похилий конвеєр з нержавіючої сталі","1.0000"
"670","Подрібнювачі для фруктів","Установка для миття фруктів з Rätzmühle","Установка для миття фруктів з R?tzm?hle","1.0000"
"47050","","Контейнер для соку об'ємом 65 літрів","Контейнер для соку об'ємом 65 літрів","11700.0000"
"47051","","Контейнер для соку об'ємом 110 літрів","Контейнер для соку об'ємом 110 літрів","13500.0000"
"47052","","Контейнер для соку об'ємом 170 літрів","Контейнер для соку об'ємом 170 літрів","16200.0000"
"47150","","Контейнер для соку повний комплект 65 літрів","Контейнер для соку повний комплект 65 літрів","13455.0000"
"47151","","Контейнер для соку повний комплект 110 літрів","Контейнер для соку повний комплект 110 літрів","15300.0000"
"47152","","Контейнер для соку повний комплект 170 літрів","Контейнер для соку повний комплект 170 літрів","17550.0000"
"6780","Хміль для пива","Хміль Mosaic® Brand (МОЗАІК), 1 кг","Хміль Mosaic® Brand (МОЗАІК), 1 кг","1850.0000"
"06.03.03","Хміль для пива","Хміль Mosaic® (USA) 50 g","Хміль Mosaic® (USA) 50 g","249.0000"
"87712","Комплектуючі","Шпунт-апарат ¾“","Шпунт-апарат ?“","12600.0000"
"FD-055-S Var 0081","ЦКТ","Ємність конічна ЦКТ 120л 2,5Бар","Ємність конічна ЦКТ 120л 2,5Бар","209700.0000"
"64939","Комплектуючі","Кран нержавіючий кульовий 1""","Кран нержавіючий кульовий 1""","3570.0000"
"87711","Комплектуючі","Т-адаптор для ЦКТ 2 х ¾""","Т-адаптор для ЦКТ 2 х ?""","6090.0000"
"87986","Комплектуючі","Кран підключення CO2 ¾“","Кран підключення CO2 ?“","66150.0000"
"6858","Солод для пива","Солод карамельний BEST Caramel® Amber","Солод карамельний BEST Caramel® Amber","83.1000"
"77400","Комплектуючі","Підставка під ємності 240 л","Підставка під ємності 240 л","8600.0000"
"77397","Комплектуючі","Змійовиковий охолоджувач для ЦКТ 60-120 л","Змійовиковий охолоджувач для ЦКТ 60-120 л","8100.0000"
"6889","Хміль для пива","Хміль ХЕРСБРУКЕР (Hersbrucker) – 1 кг.","Хміль ХЕРСБРУКЕР (Hersbrucker) – 1 кг.","1188.0000"
"","Самогонний апарат","Профі з арома-царгой (фланець)","Профи с арома-царгой (фланец)","3650.0000"
"","Самогонний апарат","Профі з арома-царгой (Кламп)","Профи с арома-царгой (кламп)","3650.0000"
"","Самогонний апарат","Профі з тарельчатой ​​колпачковой царгой (фланець)","Профи с тарельчатой колпачковой царгой (фланец)","11600.0000"
"","Самогонний апарат","Профі з тарельчатой ​​колпачковой царгой (Кламп)","Профи с тарельчатой колпачковой царгой (кламп)","11600.0000"
"","Самогонний апарат","Гібрид Стандарт з арома-царгой","Гибрид Стандарт с арома-царгой","3950.0000"
"","Самогонний апарат","Гібрид Преміум з арома-царгой","Гибрид Премиум с арома-царгой","5700.0000"
"","Самогонний апарат","Гібрид Преміум мідь з арома-царгой","Гибрид Премиум медь с арома-царгой","9000.0000"
"","Самогонний апарат","Гібрид Преміум з тарельчатой ​​колпачковой царгой","Гибрид Премиум с тарельчатой колпачковой царгой","13560.0000"
"","Самогонний апарат","Гібрид Преміум мідь з тарельчатой ​​колпачковой царгой","Гибрид Премиум медь с тарельчатой колпачковой царгой","17100.0000"
"07046","Солод для пива","Органічний солод Organic Pilsen","Органічний солод Organic Pilsen","100.0000"
"07077","Солод для пива","Солод органічний Organic Maris Otter PA Malt","Солод органічний Organic Maris Otter PA Malt","100.0000"
"07084","Солод для пива","Солод органічний Organic Roast Barley","Солод органічний Organic Roast Barley","160.0000"
"07091","","Солод органический Organic Rye Pale Ale","Солод органический Organic Rye Pale Ale","100.0000"
"7107","Солод для пива","Солод Viking Chocolate (Шоколад) 0.25кг","Солод Viking Chocolate (Шоколад) 0.25кг","32.7000"
"70298","Комплектуючі","Плаваюча пневматична кришка 500мм","Плаваюча пневматична кришка 500мм","6300.0000"
"66609","Аксесуари для пивоварні","Захист краю для Braumeister 10/20/50 L","Захист краю для Braumeister 10/20/50 L","180.0000"
"75113","Аксесуари для пивоварні","Ущільнювач солодової труби Braumeister 50L","Ущільнювач солодової труби Braumeister 50L","910.0000"
"S0402","Спеції для настоянок","Набір спецій для вермуту у стилі Campari","Набір спецій для вермуту у стилі Campari","299.0000"
"S0401","Спеції для настоянок","Набір спецій для вермуту в стилі Martini","Набір спецій для вермуту в стилі Martini","92.0000"
"S0202","Спеції для настоянок","Набір спецій для джину в стилі Beefeater","Набір спецій для джину в стилі Beefeater","230.0000"
"S0209","Спеції для настоянок","Набір спецій для джину в стилі Bombay Sapphire","Набір спецій для джину в стилі Bombay Sapphire","391.0000"
"S0208","Спеції для настоянок","Набір спецій для джину в стилі Gordon’s London Dry","Набір спецій для джину в стилі Gordon’s London Dry","212.0000"
"S0207","Спеції для настоянок","Набір спецій для джину в стилі Hendrick's","Набір спецій для джину в стилі Hendrick's","382.0000"
"S0203","Спеції для настоянок","Набір спецій для джину в стилі Monkey 47","Набір спецій для джину в стилі Monkey 47","543.0000"
"S0201","Спеції для настоянок","Набір спецій для джину Карпатський","Набір спецій для джину Карпатський","325.0000"
"S0503","Спеції для настоянок","Набір спецій для лікеру в стилі Amaretto","Набір спецій для лікеру в стилі Amaretto","303.0000"
"S0502","Спеції для настоянок","Набір спецій для лікеру в стилі Becherovka","Набір спецій для лікеру в стилі Becherovka","106.0000"
"S0501","Спеції для настоянок","Набір спецій для лікеру в стилі Sambuca","Набір спецій для лікеру в стилі Sambuca","104.0000"
"S0513","Спеції для настоянок","Набір спецій для лікеру з М'яти","Набір спецій для лікеру з М'яти","100.0000"
"S0162","Спеції для настоянок","Набір спецій для лікеру з Шипшини","Набір спецій для лікеру з Шипшини","111.0000"
"S0161","Спеції для настоянок","Набір спецій для настойки Терновий Джин Sloe","Набір спецій для настойки Терновий Джин Sloe","108.0000"
"S0115","Спеції для настоянок","Набір спецій для настоянки Абсент","Набір спецій для настоянки Абсент","266.0000"
"S0120","Спеції для настоянок","Набір спецій для настоянки Аквавіт","Набір спецій для настоянки Аквавіт","167.0000"
"S0119","Спеції для настоянок","Набір спецій для настоянки Бородинська","Набір спецій для настоянки Бородинська","92.0000"
"","Спеції для настоянок","Набір спецій для настоянки в стилі Віскі пряний 3л","Набор специй для настойки в стиле Виски пряный 3л","107.0000"
"S0121","Спеції для настоянок","Набір спецій для настоянки в стилі Зубрівка","Набір спецій для настоянки в стилі Зубрівка","92.0000"
"S0125","Спеції для настоянок","Набір спецій для настоянки в стилі Латгальський Коньяк","Набір спецій для настоянки в стилі Латгальський Коньяк","96.0000"
"7343","Спеції для настоянок","Набір спецій для настоянки в стилі Ром Золотистий","Набор специй для настойки в стиле Ром Золотистый","107.0000"
"S0124","Спеції для настоянок","Набір спецій для настоянки Віскі в Ірландському стилі","Набір спецій для настоянки Віскі в Ірландському стилі","113.0000"
"S0123","Спеції для настоянок","Набір спецій для настоянки Віскі в Шотландському стилі","Набір спецій для настоянки Віскі в Шотландському стилі","113.0000"
"S0116","Спеції для настоянок","Набір спецій для настоянки Імбірно-лимонна","Набір спецій для настоянки Імбірно-лимонна","106.0000"
"S0105","Спеції для настоянок","Набір спецій для настоянки Калганівка","Набір спецій для настоянки Калганівка","113.0000"
"S0132","Спеції для настоянок","Набір спецій для Настоянки Кедрова","Набір спецій для Настоянки Кедрова","197.0000"
"S0149","Спеції для настоянок","Набір спецій для настоянки Кюммель Класичний","Набір спецій для настоянки Кюммель Класичний","253.0000"
"S0137","Спеції для настоянок","Набір спецій для настоянки Мисливська","Набір спецій для настоянки Мисливська","113.0000"
"S0127","Спеції для настоянок","Набір спецій для настоянки Тархун","Набір спецій для настоянки Тархун","113.0000"
"S0117","Спеції для настоянок","Набір спецій для настоянки Українська з перцем","Набір спецій для настоянки Українська з перцем","92.0000"
"S0101","Спеції для настоянок","Набір спецій для настоянки Хріновуха","Набір спецій для настоянки Хріновуха","105.0000"
"S1001","Спеції для настоянок","Набір спецій для справжнього Тоніка","Набір спецій для справжнього Тоніка","98.0000"
"7473","Солод для пива","Солод ШАТО ПІТЕД (Копчений)","Солод ШАТО ПІТЕД (Копчений)","45.0000"
"66627","Аксесуари для пивоварні","Насос (Помпа) для Braumeister 10/20/50 L","Насос (Помпа) для Braumeister 10/20/50 L","5400.0000"
"77329","Аксесуари для пивоварні","Насос перекачування сусла для Braumeister 200/500/1000 L","Насос перекачування сусла для Braumeister 200/500/1000 L","35100.0000"
"750","","TurboSMS — кредити CMC","TurboSMS — кредити CMC","1.0000"
"7510","Дріжджі спиртові","Дріжджі Кодзі Меллоу (Mellow) 1кг","Дріжджі Кодзі Меллоу (Mellow) 1кг","1.0000"
"7527","Солод для пива","Солод ШАТО ПЕЙЛ ЕЛЬ® (Pale Ale)","Солод ШАТО ПЕЙЛ ЕЛЬ® (Pale Ale)","52.0000"
"77490","Аксесуари для пивоварні","Підставка для Braumeister 50l","Підставка для Braumeister 50l","10500.0000"
"7558","Освітлювачі для сусла, цукор пивоварний, ферменти","Цукор світлий карамельний 0,5 кг","Цукор світлий карамельний 0,5 кг","75.0000"
"7565","","БІЛИЙ КАРАМЕЛЬНИЙ ЦУКОР (КУСКИ), 25кг","БЕЛЫЙ КАРАМЕЛЬНЫЙ САХАР (КУCКИ), 25кг","2695.0000"
"7572","Тара и упаковка","Мішки поліпропіленові 50 кг 105х55 см 80 г","Мішки поліпропіленові 50 кг 105х55 см 80 г","6.5000"
"758","","","Солод Славута Насипом","16.0000"
"759","","Послуга оновлення OneBox CRM+ERP MVP-2020","Послуга оновлення OneBox CRM+ERP MVP-2020","1.0000"
"66725","Комплектуючі","Шкала для 30 л бочки","Шкала для 30 л бочки","270.0000"
"66726","Комплектуючі","Шкала для 60л бочки","Шкала для 60л бочки","270.0000"
"75187","Аксесуари для пивоварні","Нержавіючий ТЕН для Braumeister 50 L","Нержавіючий ТЕН для Braumeister 50 L","4275.0000"
"763","Солод для віскі","Солод Шато ДИСТИЛІН (CHÂTEAU DISTILLING®)","Солод Шато ДИСТИЛІН (CHATEAU DISTILLING®)","107.6000"
"7640","Тара и упаковка","Пакет с застёжкой Zip lock 200*300 мм","Пакет с застёжкой Zip lock 200*300 мм","2.9000"
"9700","Тара и упаковка","Вакуумные пакеты гофрированные Besser Vacuum 100х150-90 100 шт.","Вакуумные пакеты гофрированные Besser Vacuum 100х150-90 100 шт.","2.0000"
"7664","Солод для пива","Солод ржаной Viking Rye Malt","Солод житній Viking Rye Malt","113.2000"
"7671","Дріжджі для віскі","Дріжджі для віскі SafSpirit USW-6, 25g (American Whiskey)","Дріжджі для віскі SafSpirit USW-6, 25g (American Whiskey)","165.0000"
"7688","Дріжджі для віскі","Дріжджі SafSpirit™ HG-1, 0.5 кг","Дріжджі SafSpirit™ HG-1, 0.5 кг","2320.0000"
"7695","Дріжджі для віскі","Дріжджі для віскі DISTILAMAX® MW, 500гр","Дріжджі для віскі DISTILAMAX® MW, 500гр","1589.0000"
"7718","Дріжджі для віскі","Дріжджі для віскі Distilamax HT, 500g","Дріжджі для віскі Distilamax HT, 500g","1.0000"
"7725","Солод для пива","Солод карамельний BEST Caramel Munich III, 0.25 кг","Солод карамельний BEST Caramel Munich III, 0.25 кг","27.4000"
"7732","Дріжджі для віскі","Дріжджі для віскі SafSpirit GR-2 (Grain), 25 гр","Дріжджі для віскі SafSpirit GR-2 (Grain), 25 гр","155.0000"
"7749","Дріжджі спиртові","Дріжджі SafSpirit™ HG-1, 25 гр","Дріжджі SafSpirit™ HG-1, 25 гр","155.0000"
"7770","Солод для пива","Солод  PILSNER ZERO VIKING MALT","Солод  PILSNER ZERO VIKING MALT","39.0000"
"7800","Солод для пива","Солод карамельний Viking Caramel 300","Солод карамельний Viking Caramel 300","5.3000"
"7817","Аксесуари для грилю","Контейнер для гриля на магнітах пластиковий","Контейнер для гриля на магнітах пластиковий","1625.0000"
"7824-1","Солод для пива","Солод жженный VIKING CHOCOLATE LIGHT MALT 0.25 кг","Солод палений VIKING CHOCOLATE LIGHT MALT 0.25 кг","35.0000"
"783","Солод для пива","Солод перловий темний VIKING PEARLED BLACK MALT","Солод перловий темний VIKING PEARLED BLACK MALT","24.8000"
"784","Солод для пива","Солод палений VIKING ROASTED BARLEY 0.25 кг","Солод палений VIKING ROASTED BARLEY 0.25 кг","38.5000"
"785","Солод для пива","Солод VIKING MUNICH DARK MALT","Солод VIKING MUNICH DARK MALT","78.8000"
"786","Дріжджі спиртові","Сухі турбо дріжджі Coobra Mega Pack 100L","Сухі турбо дріжджі Coobra Mega Pack 100L","390.0000"
"787","Дріжджі спиртові","Спиртові турбо дріжджі Coobra 24 Basic","Спиртові турбо дріжджі Coobra 24 Basic","1.0000"
"788","Дріжджі спиртові","Спиртовіе турбо дріжджі Coobra 48 Basic","Спиртові турбо дріжджі Coobra 48 Basic","139.0000"
"789","Дріжджі спиртові","Турбо дріжджі Coobra 7","Турбо дріжджі Coobra 7","1.0000"
"C-T3","Дріжджі спиртові","Турбо дріжджі Coobra Т3 Basic","Турбо дріжджі Coobra Т3 Basic","88.0000"
"792","Дріжджі спиртові","Сухі турбо дріжджі Coobra Pure","Сухі турбо дріжджі Coobra Pure","1.0000"
"793","Дріжджі спиртові","Активні турбо дріжджі Coobra Basic Vodka","Активні турбо дріжджі Coobra Basic Vodka","1.0000"
"795","Винні дріжджі","Дріжджі для меду Coobra Mjоd (мёд)","Дріжджі для меду Coobra Mjоd (мёд)","1.0000"
"796","Винні дріжджі","Дріжджі винні Сoobra Cider (сидр)","Дріжджі винні Сoobra Cider (сидр)","1.0000"
"Д-SF-T3","Дріжджі спиртові","Сухі турбо дріжджі Sp. Ferm Т3","Сухі турбо дріжджі Sp. Ferm Т3","128.0000"
"Д-SF-E8","Дріжджі спиртові","Турбо дрожжи Sp. Ferm Extreme 8 kg","Турбо дрожжи Sp. Ferm Extreme 8 kg","135.0000"
"ДФ-SF","Дріжджі спиртові","Фруктові турбо дріжджі Sp. Ferm Turbo Fruit","Фруктові турбо дріжджі Sp. Ferm Turbo Fruit","99.0000"
"ДВ-SAW","Винні дріжджі","Сухі дріжджі Spirit Ferm aromatic wine complex","Сухі дріжджі Spirit Ferm aromatic wine complex","88.0000"
"802","Винні дріжджі","Сухі винні дріжджі Spirit Ferm wino bayanus G995","Сухі винні дріжджі Spirit Ferm wino bayanus G995","1.0000"
"803","Дріжджі спиртові","Турбо дріжджі Mixerman Jaskraft 7","Турбо дріжджі Mixerman Jaskraft 7","100.0000"
"8067","Тара и упаковка","","Пакет фольгований 10х15х20","8.0000"
"8074","Тара и упаковка","","Пакет фольгований 9х13","0.1479"
"8081","Винні дріжджі","Дріжджі винні Lalvin V1116, 500 гр.","Дріжджі винні Lalvin V1116, 500 гр.","1380.0000"
"S0606","Спеції для настоянок","Набір спецій для горілки OUZO (3 Л)","Набір спецій для горілки OUZO (3 Л)","343.0000"
"S0608","Спеції для настоянок","Набір спецій для горілки Гданська М'ятна (3 Л)","Набір спецій для горілки Гданська М'ятна (3 Л)","140.0000"
"S0607","Спеції для настоянок","Набір спецій для горілки Гданська Святого Духа (3 л)","Набір спецій для горілки Гданська Святого Духа (3 л)","347.0000"
"S0602","Спеції для настоянок","Набір спецій для горілки Гданська Татарське Зілля (3 л)","Набір спецій для горілки Гданська Татарське Зілля (3 л)","257.0000"
"S0605","Спеції для настоянок","Набір спецій для Горілки Журавлинної (3 л)","Набір спецій для Горілки Журавлинної (3 л)","220.0000"
"S0609","Спеції для настоянок","Набір спецій для Горілки Малинової (3 л)","Набір спецій для Горілки Малинової (3 л)","369.0000"
"S0603","Спеції для настоянок","Набір спецій для Горілки Смородинової (3 л)","Набір спецій для Горілки Смородинової (3 л)","266.0000"
"S0604","Спеції для настоянок","Набір спецій для Горілки Чорничної (3 л)","Набір спецій для Горілки Чорничної (3 л)","422.0000"
"S0301","Спеції для настоянок","Набір спецій для Глінтвейну (0.7 л)","Набір спецій для Глінтвейну (0.7 л)","69.0000"
"S0508","Спеції для настоянок","Набір спецій для лікеру Navarro (3 л)","Набір спецій для лікеру Navarro (3 л)","440.0000"
"S0507","Спеції для настоянок","Набір спецій для лікеру у стилі Blue Curacao (3 л)","Набір спецій для лікеру у стилі Blue Curacao (3 л)","366.0000"
"S0504","Спеції для настоянок","Набір спецій для лікеру в стилі  Єгермайстер 3.5 л","Набір спецій для лікеру в стилі  Єгермайстер 3.5 л","634.0000"
"S0505","Спеції для настоянок","Набір спецій для Лікера Туніський Тібарін (3 л)","Набір спецій для Лікера Туніський Тібарін (3 л)","150.0000"
"S0104","Спеції для настоянок","Набір спецій для настоянки у стилі Джин (3 л)","Набір спецій для настоянки у стилі Джин (3 л)","118.0000"
"S0157","Спеції для настоянок","Набір спецій для настоянки Джинджура (3 л)","Набір спецій для настоянки Джинджура (3 л)","318.0000"
"S0111","Спеції для настоянок","Набір спецій для настоянки Стрижамент (9 л)","Набір спецій для настоянки Стрижамент (9 л)","100.0000"
"МС200. 45х62","Очистка самогону та фільтрація","Мішок для затирання солоду 45х62 МС200","Мішок для затирання солоду 45х62 МС200","85.0000"
"МС100. 45х62","Очистка самогону та фільтрація","Мішок для затирання солоду  45х62 МС100","Мішок для затирання солоду  45х62 МС100","75.0000"
"МС-К","Подрібнювачі солоду","Млин для солоду","Млин для солоду","1620.0000"
"8319","Аксесуари для самогоноваріння","Перехідник із крана на трубку, штуцер 10,2 мм (металевий)","Перехідник із крана на трубку, штуцер 10,2 мм (металевий)","90.0000"
"КБ-17","Комплектуючі","Кран для бродильних ємностей - 17 мм","Кран для бродильних ємностей - 17 мм","35.0000"
