"Внешний ID","назва укр","ціна"
"1920263149","","5185.0000"
"1920264625","","4688.0000"
"1920265550","","6104.0000"
"1920265646","","7052.0000"
"1920266026","","6518.0000"
"1920266505","","6104.0000"
"1920266544","","6429.0000"
"1927150351","","9000.0000"
"1928120683","","16274.0000"
"1928133337","","4480.0000"
"1928133755","","4680.0000"
"1928135078","","5092.0000"
"1928138076","","5092.0000"
"1928142180","","4253.0000"
"1928202996","","5600.0000"
"1928205079","","5600.0000"
"1928205615","","4428.0000"
"1945720563","","840.0000"
"1969997840","","5335.0000"
"1969998126","","4939.0000"
"1969998319","","4554.0000"
"1969998417","","5400.0000"
"1969998522","","5400.0000"
"1970001862","","5700.0000"
"1970052602","","6500.0000"
"1970052668","","5400.0000"
"1970052741","","6000.0000"
"1993030999","","5333.0000"
"1993044796","","4923.0000"
"1993046627","","4923.0000"
"1993086706","","7000.0000"
"1993093125","","18000.0000"
"1993094196","","7000.0000"
"1993900638","","18000.0000"
"1994382621","","20000.0000"
"1994427117","","5525.0000"
"1994469070","","4688.0000"
"1994560578","","4844.0000"
"1998043155","","4000.0000"
"1998054460","","4000.0000"
"2004600926","","7000.0000"
"2011771076","","5400.0000"
"2011774440","","6000.0000"
"2011804438","","6000.0000"
"2011804528","","5335.0000"
"2011804868","","5400.0000"
"2011806412","","5400.0000"
"2011807087","","6000.0000"
"2011809287","","4000.0000"
"2011810591","","4000.0000"
"2011860295","","5800.0000"
"2011861272","","4000.0000"
"2011884818","","8640.0000"
"2011888628","","8640.0000"
"2011892495","","5400.0000"
"2011897047","","5400.0000"
"2011897282","","6500.0000"
"2011897983","","8374.0000"
"2013824364","","7000.0000"
"2013851421","","5600.0000"
"2015979846","","8640.0000"
"2015981090","","5400.0000"
"2015983728","","5400.0000"
"2016016149","","5400.0000"
"2016041318","","5400.0000"
"2016042668","","5400.0000"
"2016044152","","5400.0000"
"2016046114","","5400.0000"
"2016047485","","8640.0000"
"2016083563","","6000.0000"
"2016085232","","6000.0000"
"2016097349","","5400.0000"
"2016098531","","6376.0000"
"2016100203","","5940.0000"
"2016100571","","6000.0000"
"2016106637","","6000.0000"
"2016107920","","6000.0000"
"2016116026","","6000.0000"
"2016122369","","6000.0000"
"2016165444","","4939.0000"
"2016166683","","6000.0000"
"2016167200","","6000.0000"
"2016167771","","6000.0000"
"2016168951","","6000.0000"
"2016201114","","6000.0000"
"2016245197","","5400.0000"
"2016266150","","5400.0000"
"2016292282","","3000.0000"
"2018416982","","7000.0000"
"2018422528","","9000.0000"
"2018491812","","6500.0000"
"2018492821","","5600.0000"
"2020376918","","5400.0000"
"2020386924","","6000.0000"
"2049884199","","1503.0000"
"2051982835","","5185.0000"
"2051984912","","5185.0000"
"2051986038","","4688.0000"
"2051987380","","5185.0000"
"2052058990","","4800.0000"
"2052083856","","5200.0000"
"2085198794","","720.0000"
"2101294194","","5600.0000"
"2101294685","","5400.0000"
"2101295399","","5400.0000"
"2101301814","","3800.0000"
"2101302881","","3800.0000"
"2101303372","","5655.0000"
"2101322591","","6158.0000"
"2121286698","","4148.0000"
"2121286699","","4148.0000"
"2121286700","","4148.0000"
"2121286701","","4148.0000"
"2121286702","","4148.0000"
"2121286703","","4148.0000"
"2121286704","","4148.0000"
"2121286705","","4148.0000"
"2121286706","","4148.0000"
"2122044257","","3938.0000"
"2122044258","","3938.0000"
"2122044259","","3938.0000"
"2122044260","","3938.0000"
"2122044261","","3938.0000"
"2122044262","","3938.0000"
"2122044263","","3938.0000"
"2122044264","","3938.0000"
"2122044265","","3938.0000"
"2122049208","","3938.0000"
"2122049209","","3938.0000"
"2122049210","","3938.0000"
"2122049211","","3938.0000"
"2122049212","","3938.0000"
"2122049213","","3938.0000"
"2122049214","","3938.0000"
"2122049215","","3938.0000"
"2122049216","","3938.0000"
"2122051625","","3938.0000"
"2122051626","","3938.0000"
"2122051627","","3938.0000"
"2122051628","","3938.0000"
"2122051629","","3938.0000"
"2122051630","","3938.0000"
"2122051631","","3938.0000"
"2122051632","","3938.0000"
"2122051633","","3938.0000"
"2122074472","","3250.0000"
"2122074473","","3250.0000"
"2122074474","","3250.0000"
"2122074475","","3250.0000"
"2122074476","","3250.0000"
"2122074477","","3250.0000"
"2122074478","","3250.0000"
"2122074479","","3250.0000"
"2122074480","","3250.0000"
"2122077774","","3050.0000"
"2122077775","","3050.0000"
"2122077776","","3050.0000"
"2122077777","","3050.0000"
"2122077778","","3050.0000"
"2122077779","","3050.0000"
"2122077780","","3050.0000"
"2122077781","","3050.0000"
"2122077782","","3050.0000"
"2122107916","","4988.0000"
"2122107917","","4988.0000"
"2122107918","","4988.0000"
"2122107919","","4988.0000"
"2122107920","","4988.0000"
"2122107921","","4988.0000"
"2122107922","","4988.0000"
"2122107923","","4988.0000"
"2122107924","","4988.0000"
"2122113692","","3938.0000"
"2122113693","","3938.0000"
"2122113694","","3938.0000"
"2122113695","","3938.0000"
"2122113696","","3938.0000"
"2122113697","","3938.0000"
"2122113698","","3938.0000"
"2122113699","","3938.0000"
"2122113700","","3938.0000"
"2122128876","","3000.0000"
"2122128877","","3000.0000"
"2122128878","","3000.0000"
"2122128879","","3000.0000"
"2122128880","","3000.0000"
"2122128881","","3000.0000"
"2122128882","","3000.0000"
"2122128883","","3000.0000"
"2122128884","","3000.0000"
"2125703719","","5408.0000"
"2125703720","","5408.0000"
"2125703721","","5408.0000"
"2125703722","","5408.0000"
"2125703723","","5408.0000"
"2125703724","","5408.0000"
"2125703725","","5408.0000"
"2125703726","","5408.0000"
"2125703727","","5408.0000"
"2125708292","","2950.0000"
"2125708293","","2950.0000"
"2125708294","","2950.0000"
"2125708295","","2950.0000"
"2125708296","","2950.0000"
"2125708297","","2950.0000"
"2125708298","","2950.0000"
"2125708299","","2950.0000"
"2125708300","","2950.0000"
"2125710297","","2700.0000"
"2125710298","","2700.0000"
"2125710299","","2700.0000"
"2125710300","","2700.0000"
"2125710301","","2700.0000"
"2125710302","","2700.0000"
"2125710303","","2700.0000"
"2125710304","","2700.0000"
"2125710305","","2700.0000"
"2135536706","","4348.0000"
"2135536707","","4348.0000"
"2135536708","","4348.0000"
"2135536709","","4348.0000"
"2135536710","","4348.0000"
"2135536711","","4348.0000"
"2135537168","","4348.0000"
"2135537490","","4348.0000"
"2135538478","","4348.0000"
"2135543920","","4138.0000"
"2135543921","","4138.0000"
"2135543922","","4138.0000"
"2135543923","","4138.0000"
"2135543924","","4138.0000"
"2135543925","","4138.0000"
"2135543926","","4138.0000"
"2135543927","","4138.0000"
"2135543928","","4138.0000"
"2135545734","","4138.0000"
"2135545735","","4138.0000"
"2135545736","","4138.0000"
"2135545737","","4138.0000"
"2135545738","","4138.0000"
"2135545739","","4138.0000"
"2135545740","","4138.0000"
"2135545741","","4138.0000"
"2135545742","","4138.0000"
"2135548160","","4138.0000"
"2135548161","","4138.0000"
"2135548162","","4138.0000"
"2135548163","","4138.0000"
"2135548164","","4138.0000"
"2135548165","","4138.0000"
"2135548166","","4138.0000"
"2135548167","","4138.0000"
"2135548168","","4138.0000"
"2135552530","","5138.0000"
"2135552531","","5138.0000"
"2135552532","","5138.0000"
"2135552533","","5138.0000"
"2135552534","","5138.0000"
"2135552535","","5138.0000"
"2135552536","","5138.0000"
"2135552537","","5138.0000"
"2135552538","","5138.0000"
"2135567928","","5558.0000"
"2135567929","","5558.0000"
"2135567930","","5558.0000"
"2135567931","","5558.0000"
"2135567932","","5558.0000"
"2135567933","","5558.0000"
"2135567934","","5558.0000"
"2135567935","","5558.0000"
"2135567936","","5558.0000"
"2223507480","","5710.0000"
"2223509257","","5710.0000"
"2223510132","","5710.0000"
"2223511210","","5710.0000"
"2223511960","","5710.0000"
"2223512087","","5710.0000"
"2231044622","","6200.0000"
"2231966879","","3400.0000"
"2231966880","","3400.0000"
"2231966881","","3400.0000"
"2231966882","","3400.0000"
"2231966883","","3400.0000"
"2231966884","","3400.0000"
"2231966885","","3400.0000"
"2231966886","","3400.0000"
"2231966887","","3400.0000"
"2231994895","","3200.0000"
"2231994896","","3200.0000"
"2231994897","","3200.0000"
"2231994898","","3200.0000"
"2231994899","","3200.0000"
"2231994900","","3200.0000"
"2231994901","","3200.0000"
"2231994902","","3200.0000"
"2231994903","","3200.0000"
"2232003699","","973.0000"
"ТП-12","Трійник пластиковий Y-подібний Ø 12 мм","30.0000"
"","Скотч прозорий 48/200 50 мкм","84.0000"
"","Скотч прозорий 48/200 60 мкм","84.0000"
"10000033526","Повітряно-бульбашкова плівка - 50 см × 50 м","350.0000"
"MAG1184","Стакан ""Папуга"" вимірювання спиртозності на клампах","2400.0000"
"33540","Ареометр загального призначення АЗП-1 940-1000","196.0000"
"33557","Ареометр загального призначення АОН-2 1080-1160","293.0000"
"33564","Стакан Н-1 низький ТС 1000","199.0000"
"98727462-1","Міжрівнева прокладка під скло діаметром 80мм","200.0000"
"98727462","Міжрівнева прокладка під скло діаметром 110мм","250.0000"
"33595","Спиртові Турбо Дріжджі Puriferm UK-48 на 25 л","115.0000"
"КШН1","Кран шаровий нержавіючий 1 дюйм","300.0000"
"ПК2","Кламповий штуцер-перехідник 2 дюйми на DN25 (зовнішнє різьблення 1)","190.0000"
"33625","Кільце силіконове 10x5x2.5mm","10.0000"
"33632","Каністра 10 л “Дельта”","85.0000"
"33656","Електрична машинка для видалення кісточок з вишні","126400.0000"
"33663","","443.0000"
"33687","","3.7500"
"33694","","439.0000"
"33700","","3.7300"
"33717","","2.0000"
"ВА-3724","Вугілля активоване кокосове 25кг","3340.0000"
"33748","Солодовий екстракт кукурудзяний 1 кг","120.0000"
"33755","Солодовий екстракт пшеничний світлий 1кг","100.0000"
"33779","Солодовий екстракт ячмінний світлий, 1кг","100.0000"
"К-22","Кришка для бутиля 22л","65.0000"
"cap","Міні диоптр капельник","590.0000"
"33830","Еквайринг термінал","1.0000"
"Ф-ВС-13","Фільтр нейлоновий для воронки 13 см","90.0000"
"ПНМ","""Папуга"" настільний металевий","720.0000"
"MAG1061","Голковий кран (нержавійка)","300.0000"
"ДТ-Т3","Турбо дріжджі для цукру Alcotec T3","129.0000"
"33960","Різьбове з'єднання у зборі DIN AISI 304 DN 100 (104x2)","1850.0000"
"ПК 1.5 - DN25-В","Кламповий штуцер-перехідник 1.5 дюйми на DN25 (зовнішнє різьблення 1)","140.0000"
"LCD-0-18","Термометр самоклеючий 0-18 С","50.0000"
"LCD-10-40","Термометр самоклеючий 10-40 С","50.0000"
"КС-Б","Ковпачок силіконовий для бутлів 60 мм","65.0000"
"S12.7","Прокладка силіконова DN 12.7 (25.4 мм)","20.0000"
"0445530","Шланг GOK Ø6,3 мм з обох боків G1/4LH UEM x 1,5 м","585.0000"
"СП-1","Спиртометр (ареометр) побутовий Китай 0-96%","25.0000"
"АСП-3","Ареометр для спирту 40-70%, Китай","85.0000"
"","Папір А4 500л 80г","255.0000"
"34141","","1360.0000"
"34165","","1220.0000"
"34172","Хміль Sladek, 50гр","99.0000"
"MAG1036","Сантехкомплект для бражної колони","450.0000"
"","Цедра апельсина солодка Castle Malting 100g","120.0000"
"5296G20","Диспенсер для напоїв з кришкою та краном EST. 1896, 6 л.","1020.0000"
"5968G20","Диспенсер для напоїв з кришкою та краном AUTHENTIC, 4 л","760.0000"
"5542_1","Бутиль з корком COLONIAL, 4 л","420.0000"
"clamp127","Клампове з'єднання у зборі DN 12.7","216.0000"
"clamp19","Клампове з'єднання у зборі (кламп) DN19*25,4мм","200.0000"
"clamp1","Клампове з'єднання у зборі (кламп) 1 дюйм","189.0000"
"4183","","390.0000"
"4185","","390.0000"
"4186","","390.0000"
"4184","","390.0000"
"DP00022","Регулятор потужності РМ 2,5 для самогонного апарату з терморегулятором та стабілізатором потужності","4475.0000"
"Р12-60-1/2","Насос 12V 60W папа 1/2 дюйма","567.0000"
"ВС-18","","218.0000"
"ДВ-8","","108.0000"
"ПК-8","Перехідник із крана на трубку, штуцер 7,9 мм (металевий)","90.0000"
"СП3-0,5","Силіконова прокладка з сіткою для КЛАМП 3&quot; 0,5мм","69.0000"
"1465745923-011","Царга нержавійка 70см  2 дюйма","825.0000"
"","","70.0000"
"650","","1.2000"
"MAG1151","Фільтр Базука","150.0000"
"39497314-1","Ковпачкова колона 2 дюйма Cristal Profi Plus (Aroma)","16650.0000"
"39497314-3","Ковпачкова колона 2 дюйма/5рів. Cristal Profi Plus (Aroma)","18450.0000"
"39497314-2","Ковпачкова колона 2 дюйма/4рів. Cristal Profi Plus (Aroma)","17550.0000"
"39497315-1","Ковпачкова колона 2 дюйма Cristal Profi","14300.0000"
"39497315-2","Ковпачкова колона 2 дюйма/4 рів. Cristal Profi","15200.0000"
"39497315-3","Ковпачкова колона 2 дюйма/5 рів. Cristal Profi","16100.0000"
"39497313","2 дюйма Magnum Profi","11900.0000"
"39497313-1","Ковпачкова колона 2 дюйма Magnum Profi Plus (Aroma)","14250.0000"
"15880882-1","Ковпачкова колона 3 дюйма Cristal Spirit (без куба)","16950.0000"
"15880882-2","Ковпачкова колона 3 дюйма/4 рів. Cristal Spirit (без куба)","18400.0000"
"15880882-3","Ковпачкова колона 3 дюйма/5 рів. Cristal Spirit (без куба)","19850.0000"
"130MF","Ковпачкова колона 130л/4 дюйма Ковпачкова колона Магнум Фермер","48570.0000"
"21718695/COPS-00","2 дюйма Copper Spirit (без куба)","10550.0000"
"Mag-Es","2 дюйма Magnum Spirit + екстрактор Сокслета (без куба)","11600.0000"
"17490465","Царга 2 дюйма Багатотрубна мультиплівкова  (подовжена)","2950.0000"
"33522111","Царга 3 дюйма Багатотрубна мультиплівкова  (подовжена)","4250.0000"
"23500052","Царга 4 дюйма Багатотрубна мультиплівкова ","3950.0000"
"64490673","Царга 4 дюйма Багатотрубна мультиплівкова  (подовжена)","5750.0000"
"35800370","4 дюйма Відвід 90 градусів","990.0000"
"43284622","Трійник нержавіючий під кламп 3 дюйма","850.0000"
"4-90-2","3 дюйма відвід 90 градусів (з ніпелем)","840.0000"
"43305513","Трійник нержавіючий під кламп 2 дюйма","450.0000"
"42523044-2","Відвід 90° мідь (з ніпелем) 2 дюйма ","1200.0000"
"4-90-1","Відвід 90 градусів 3 дюйма","590.0000"
"MAG-3D","Вузол відбору по рідині MagPro з доохолоджувачем 3 дюйма ","4300.0000"
"MAG-3VD","Вузол відбору  по рідині MagPro Visual з доохолоджувачем 3 дюйма ","5550.0000"
"hmel-0","Дистилятор Хмель-Мастер (без куба)","2950.0000"
"49059243","4 дюйма Діоптр гайковий із підсвіткою","2250.0000"
"28355651","Царга діоптр 2 дюйма/35см","1250.0000"
"93172184","3 дюйма Діоптр гайковий із підсвіткою","1950.0000"
"28761528","Царга діоптр 2 дюйма/25см ","1150.0000"
"42530230","Люк зі склом DN250","9900.0000"
"12699466","Мідна тарілка (для скляних ковпачкових колон) 4 дюйма ","360.0000"
"MAG10489","Додатковий рівень Вавілон Кристал 4 дюйма ","2350.0000"
"35566903-1","Мідна тарілка діаметром 80мм","220.0000"
"92821820","Трійник мідний під приварку","990.0000"
"35566903","Мідна тарілка діаметром 60мм","120.0000"
"MAG1120","Ніпель під термометр з нержавійки","190.0000"
"95825563","1,5 дюйма Клапан безпеки","1250.0000"
"40956803","Миюча головка нержавіюча стаціонарна 1/2 дюйма AISI 304","450.0000"
"51535995","Миюча головка, що обертається 1 дюйма дюйм AISI 304","670.0000"
"19348072-1","Вварка в кришку куба 4 дюйма Діоптра з підсвіткою","3300.0000"
"TORP-4-2-2","Мідна торпеда Міньйон (дистиляційний рівень)","6950.0000"
"MSH-4XL","4 дюйма Мідний шолом аламбік XL","14950.0000"
"Sok3-2","Екстрактор Сокслета 3 дюйма Екстрактор Сокслета + трійник","2100.0000"
"Sok3-3","Екстрактор Сокслета 3 дюйма Екстрактор Сокслета (повний комплект)","3750.0000"
"Sok3-1","Екстрактор Сокслета 3 дюйма Екстрактор Сокслета","1250.0000"
"Sok-2","Екстрактор Сокслета 2 дюйма Екстрактор Сокслета + трійник","1400.0000"
"Sok-1","Екстрактор Сокслета 2 дюйма Екстрактор Сокслета","950.0000"
"sok-3","Екстрактор Сокслета 2 дюйма Екстрактор Сокслета (повний комплект)","2550.0000"
"PVK-85","Пароводяний котел ПВК 85л","39500.0000"
"PVK-125","Пароводяний котел ПВК 125л","49500.0000"
"Mag-S43-2","Перегінний куб 43л/2 дюйма  Магнум Лайт (з клампом під тен)","5450.0000"
"Mag-S21-2","Перегінний куб 21л/2 дюйма  Магнум Лайт (з клампом під тен)","4100.0000"
"Mag-S33-1","Перегінний куб 33л/2 дюйма  Магнум Лайт","5000.0000"
"Mag-S33-2","Перегінний куб 33л/2 дюйма  Магнум Лайт (з клампом під тен)","5000.0000"
"Mag-S21-1","Перегінний куб 21л/2 дюйма  Магнум Лайт","3600.0000"
"32894309","Перегінний куб 130л Фірмовий ","17500.0000"
"Mag-S14-2","Перегінний куб 14л/2 дюйма  Магнум Лайт (з клампом під тен)","3490.0000"
"20815894/MAG1063","Пневмокран (нержавійка)","490.0000"
"MAG1059","Швидкоз'ємний фітінг 1/4 дюйма - 10мм","25.0000"
"66381614","Кран кульовий 1/2 дюйма ","200.0000"
"MAG1060","Голковий кран (пластик)","65.0000"
"49755149-1","Кран кульовий 3/4 дюйма","250.0000"
"32964225-3","Скляна флейта Вавілон Кристал 4 дюйма/5 рівнів","13400.0000"
"32964225-1","Скляна флейта Вавілон Кристал 4 дюйма ","8700.0000"
"32964225-2","Скляна флейта Вавілон Кристал 4 дюйма/4 рівні ","11050.0000"
"79582199","Регулятор потужності 3,5кВт","2500.0000"
"21053740","Турбо дефлегматор 6 дюйма ","9900.0000"
"30616789-3","Перегінний куб 60л/4 дюйма Фірмовий  з мідною кришкою","13950.0000"
"30616789-2","Перегінний куб 60л/3 дюйма Фірмовий  з мідною кришкою","13850.0000"
"30616789-4","Перегінний куб 60л/2 дюйма Фірмовий  з мідною кришкою (з клампом під тен)","13950.0000"
"30616789-1","Перегінний куб 60л Фірмовий  з мідною кришкою","13450.0000"
"MAG40M-4Т","Перегінний куб 40л/4 дюйма Фірмовий  з мідною кришкою (з клампом під тен)","12000.0000"
"MAG1121- 5","Перегінний куб 40л/2 дюйма Фірмовий  (з клампом під тен)","6950.0000"
"30616789-5","Перегінний куб 60л/3 дюйма Фірмовий  з мідною кришкою (з клампом під тен)","14350.0000"
"30616789-6","Перегінний куб 60л/4 дюйма Фірмовий  з мідною кришкою (з клампом під тен)","14450.0000"
"flan-2","Фланець кламповий приварний (короткий) 2 дюйма ","65.0000"
"flan-4","Фланець кламповий приварний (короткий) 4 дюйма ","115.0000"
"flan-3","Фланець кламповий приварний (короткий) 3 дюйма","90.0000"
"23175927/32306748","Царга 4 дюйма/50см  нержавійка (з ніпелем)","1950.0000"
"MAG1029-2","Царга 3 дюйма Неопреновий утеплювач для царги","390.0000"
"23175927/59876557","Царга 4 дюйма/50см  нержавійка","1700.0000"
"70586477-7","Царга 3 дюйма/50см  нержавійка","1300.0000"
"70586477-9","Царга 3 дюйма/50см  нержавійка (з ніпелем)","1550.0000"
"CS00089","Автоматика для дистиляції та ректифікації PERVAK LITE 2,5 СТАРТ-СТОП","5480.0000"
"KL00755","Вузол контролю температури в системі охолодження дистилятора, пуш-з'єднання 10 мм","280.0000"
"KL00569","Електромагнітний клапан нормально закритий 12 V","980.0000"
"KL00754","Вузол контролю температури в системі охолодження дистилятора, пуш-з'єднання 8 мм","280.0000"
"KL00570","Електромагнітний клапан нормально закритий 220 V","1050.0000"
"KL00571","Електромагнітний клапан нормально відкритий 220V","1120.0000"
"KL00756","Вузол контролю температури в системі охолодження дистилятора, пуш-з'єднання 12 мм","280.0000"
"KL00753","Вузол контролю температури в системі охолодження дистилятора, пуш-з'єднання 6 мм","280.0000"
"DP00027","Утримувач пристроїв на ректифікаційну та бражну колону 3 дюйми","310.0000"
"DP00026","Утримувач пристроїв на ректифікаційну та бражну колону 2 дюйми","280.0000"
"DP00025","Утримувач пристроїв на ректифікаційну та бражну колону 1,5 дюйми","250.0000"
"CS000062","Клапан для автоматики дистиляції та ректифікації Pervak","1155.0000"
"DP00021","Пристрій контролю води на виході з дефлегматора","570.0000"
"CS000067","Датчик для затирання автоматики Pervak, Pervak Lite. Датчик температури для сироварні","660.0000"
"DP00020","Комплект для оновлення прошивки Автоматики Pervak 3-ї та 4-ї серії","220.0000"
"CS000066","Датчик температури для автоматики Pervak, Pervak Lite","440.0000"
"CS000071","Стандартний клапан для автоматик Pervak та Pervak Lite","750.0000"
"CS000078","Автоматика Старт Стоп для дистиляції та ректифікації","2160.0000"
"CS000079","Трифазний Регулятор потужності РМ 4,5 12 кВт для самогонного апарату з терморегулятором і стабілізатором потужності","7950.0000"
"100000131","Дробарка (млин) для солоду двовальцева-роликова","4499.0000"
"100000190","Вугільна колона для фільтрації з нержавіючої сталі","975.0000"
"100000081","Гумовий перехідник на кран без різьби","29.0000"
"100000048","Кран голчастий латунь 8мм","105.0000"
"100000128","Кран голчастий сталевий 8 мм","285.0000"
"100000049","Кран голчастий латунь 10 мм","120.0000"
"100000129","Кран голчастий сталевий 10мм","300.0000"
"100000147","Кран металевий зливний 16 мм","282.0000"
"100000144","Кран шароовий повітряний латунь 10-10 мм","42.0000"
"100000019","Стакан вимірювальний пластиковий 1000 мл.","99.0000"
"100000211","Стакан вимірювальний пластиковий 500 мл.","44.0000"
"100000017","Циліндр вимірювальний пластиковий з носиком 50 мл.","35.0000"
"100000012","Циліндр вимірювальний скляний з носиком 50 мл.","68.0000"
"100000069","Фітинг латунний для Пневмошланг МАМА, 10 мм, різьба 1,2","30.0000"
"100000070","Фітинг латунний для Пневмошланг МАМА, 12мм, різьблення 1,2","30.0000"
"100000077","Фітинг латунний для Пневмошланг ТАТО, 10 мм, різьба 1/2","23.0000"
"100000078","Фітинг латунний для Пневмошланг ТАТО, 12 мм, різьба 1/2","30.0000"
"100000158","Мішок для затирання хмелю і солоду 10х15 МС200","27.0000"
"100000155","Фільтр Базука 30 см","192.0000"
"100000135","Ніпель для монтажу цифрового термометра щупа-голчастого від 3 мм до 6 мм","30.0000"
"100001154","Нагрівач для браги (металевий) 100W 25см євровилка","449.0000"
"100000036","Нагрівач скляний з терморегулятором Xilong XL-999 100W для акваріума 100 л","253.0000"
"100000111","Пристрій для закупорювання пляшок кроненпробками","735.0000"
"100000038","Регулятор напруги 4 кВт (пікове) з активним охолодженням | Робоче навантаження 2-2,5 кВт!","390.0000"
"100000173","Перехідник з DN 1.5"" на трубку 10мм","135.0000"
"100000174","Перехідник з DN 2 на трубку 10мм","179.0000"
"100000313","Шланг високого тиску|10х6.5 мм|прозорий, поліуретановий","39.0000"
"100000312","Шланг високого тиску|10х6.5 мм|червоний, поліуретановий","33.0000"
"100000233","Шланг високого тиску|10х6.5 мм|синій, поліуретановий","33.0000"
"100000039","Регулятор напряжения 10 кВт  (пікове) с кнопками и дисплеем | Робоче навантаження- 5-6 кВт!","1425.0000"
"100000157","Регулятор напруги 4кВт  (пікове)  з проводом та дисплеєм| Робоче навантаження 2-2,5 кВт!","1035.0000"
"100000197","Перехідник латунний для шланга 8мм","29.0000"
"100000199","Перехідник латунний для шланга 10мм","23.0000"
"100000198","Перехідник латунний для шланга 12мм","29.0000"
"100000209","Врізка в кришку куба під Кламп 1.5","299.0000"
"100000096","Перехідник з клампа DN1.5 на DN2","255.0000"
"100000163","Силіконова прокладка (ущільнювач) П-образна для кубів 17л. (D 28см)","263.0000"
"100000164","Силіконова прокладка (ущільнювач) П-подібна для кубів 25л. (D 31см)","296.0000"
"100000166","Силіконова прокладка (ущільнювач) П-подібна для кубів 50л. D 39см)","417.0000"
"100000112","Перегінний куб 17л з купольною кришкою 2 дюйми","4017.0000"
"100000113","Перегінний куб 25л з купольною кришкою під кламп","6150.0000"
"100000114","Перегінний куб 36л з купольною кришкою під кламп","7050.0000"
"100000384","Набір кришок для вакуумного зберігання продуктів з насосом 9 шт.","203.0000"
"100000400","Сухі турбо дріжджі Turbo Batch 200, 86 г","149.0000"
"100000401","Ковпачок гумовий для бутлів 40 мм","59.0000"
"100000421","Освітлювач ALcoCleaner, 10мл","224.0000"
"100000420","Кришка пляшки 10 л","44.0000"
"100000412","Тримач спн конусний 2 дюйми (концентратор флегми)","119.0000"
"100000462","Кріплення одинарне для вугільного картриджу 51мм","9.0000"
"100000443","Кламповий штуцер-перехідник 2 дюйма на DN15 (внутрішня різьба 1/2)","195.0000"
"100000444","Кламповий штуцер-перехідник 2 дюйма на DN15 (зовнішня різьба 1/2)","298.0000"
"100000445","Кламповий штуцер-перехідник 2 дюйма на DN20 (зовнішня різьба 3/4)","235.0000"
"100000447","Кламповий штуцер-перехідник 2 дюйма на DN40 (внутріщня різьба 1 1/2)","260.0000"
"100000501","Дріжджі Puriferm Carbon Turbo","104.0000"
"100000522","Силіконова прокладка (ущільнювач) П-образна для кубів 70л.","449.0000"
"100000389","Сухі турбо дріжджі Double Snake C24, 175г.","180.0000"
"100000037","Нагрівач металевий з терморегулятором Xilong XL-999 100W для акваріума 100 л","360.0000"
"100000405","Регулятор напруги 10кВт  (пікове) | Робоче навантаження- 5-6 кВт!","585.0000"
"100000596","Трійник  швидкоз'ємний: ""Т-подібний"", 10 мм","15.0000"
"100000598","Хрестовина швидкоз'ємна х-подібна, 10 мм","29.0000"
"100000594","Перехідник швидкоз'ємний. З'єднання: ФІТИНГ/ФІТИНГ, 10 і 12 мм","15.0000"
"100000597","Трійник  швидкоз'ємний: Т-подібний, 12 мм","15.0000"
"100000599","Хрестовина швидкоз'ємна х-подібна, 12 мм","29.0000"
"100000595","Перехідник швидкоз'ємний. З'єднання: ФІТИНГ/ФІТИНГ, 10 мм","15.0000"
"100000540","Ковпачок (кришка, пробка) гуала, срібний","12.0000"
"100000676","Ковпак 28 (НВР 28х40 чорний)","11.0000"
"100000678","Ковпак 28 (НВР 28х40 білий)","11.0000"
"100000680","Ковпак 28 (НВР 28х40 синій)","11.0000"
"100000681","Ковпак 28 (НВР 28х40 жовтий)","11.0000"
"100000677","Ковпак 28 (НВР 28х40 бордовий)","11.0000"
"100000679","Ковпак 28 (НВР 28х40 зелений)","11.0000"
"100000671","Корок корковий, коньячна 19,5 Т-Корок","9.0000"
"100000672","Ковпачок алюмінієвий (Білий з різьбою 28х18 мм)","6.0000"
"100000750","Ковпачок алюмінієвий (Чорний з різьбою 28х18 мм)","6.0000"
"100000673","Ковпачок алюмінієвий (Золотий з різьбою 28х18 мм)","6.0000"
"100000674","Ковпачок алюмінієвий (Срібло з різьбою 28х18 мм)","6.0000"
"100000659","Кільца Рашига, 1кг, мідні. Марка міді М0","1785.0000"
"100000633","Сургуч паличка. Бордо.","27.0000"
"100000631","Сургуч паличка. Золото.","27.0000"
"100000632","Сургуч паличка. Срібло.","27.0000"
"100000606","Сито-бункер для хмелю 7*18","398.0000"
"100000607","Сито-бункер для хмелю 7*30","447.0000"
"100000690","Насос 24V, 19Wt, 800л/г. відцентровий","495.0000"
"100000612","Шланг харчовий силіконовий 6х2 мм","98.0000"
"100000613","Шланг харчовий силіконовий 8х2 мм","102.0000"
"100000615","Шланг харчовий силіконовий 10х2 мм","105.0000"
"100000637","Терпоковпачок зі смужкою, чорний","3.0000"
"100000636","Терпоковпачок зі смужкою, червоний","3.0000"
"100000638","Терпоковпачок зі смужкою, золотий","3.0000"
"100000648","Боросилікатне скло для диоптра 2 дюйма (довжина 100 мм)","225.0000"
"100000649","Боросилікатне скло для диоптра 2 дюйма (довжина 200 мм)","285.0000"
"100000650","Боросилікатне скло для диоптра 2 дюйма (довжина 300 мм)","375.0000"
"100000651","Боросилікатне скло для диоптра 2 дюйма (довжина 500 мм)","495.0000"
"100000699","Боніфікатор (пом'якшення та очистка) 100 г.","108.0000"
